Year,State,Description,Units,type,Chemical Name,Value,CV (%),Carcinogen,Hormone Disruptor,Neurotoxins,Developmental or Reproductive Toxins,Bee Toxins,Human Toxins
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, HERBICIDE,PARAQUAT,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,ABAMECTIN,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,ACEQUINOCYL,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,ACETAMIPRID,(D),NA,NA,NA,NA,NA,MODERATE,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,BIFENAZATE,0.46,NA,NA,NA,NA,NA,MODERATE,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,BIFENTHRIN,0.117,NA,POSSIBLE,POSSIBLE,NA,PRESENT,HIGH,HIGH
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,BT KURSTAK ABTS-1857,(NA),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,BT KURSTAKI ABTS-351,(NA),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,BURKHOLDERIA A396 CELLS & MEDIA,(NA),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,CHLORANTRANILIPROLE,0.054,NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA,(NA),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,NA,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,ENDOSULFAN,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,ETOXAZOLE,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,FENPYROXIMATE,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,FLONICAMID,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,FLUBENDIAMIDE,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,HEXYTHIAZOX,(D),NA,PROBABLE,PROBABLE,NA,NA,NA,SLIGHT
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,MALATHION,(D),NA,POSSIBLE,POSSIBLE,PRESENT,NA,HIGH,HIGH
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,MUSTARD OIL,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,"NALED",(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,"NEEM OIL, CLAR. HYD.",(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,NOVALURON,0.039,NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,PIPERONYL BUTOXIDE,(D),NA,POSSIBLE,POSSIBLE,NA,NA,MODERATE,MODERATE
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,PYRETHRINS,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,SPINETORAM,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,SPIROMESIFEN,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,SULFOXAFLOR,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE,THIAMETHOXAM,(D),NA,NA,NA,NA,NA,HIGH,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,ACIBENZOLAR-S-METHYL,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,CAPSAICIN,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,CHLOROPICRIN,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,DICHLOROPROPENE,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,HARPIN A B PROTEIN,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,MINERAL OIL,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / APPLICATION, AVG, OTHER,REYNOUTRIA SACHALINE,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,AZOXYSTROBIN,0.255,NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,BACILLUS SUBTILIS,(NA),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,BLAD,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,BOSCALID,(D),NA,POSSIBLE,POSSIBLE,NA,NA,NA,SLIGHT
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,CAPTAN,15.109,NA,KNOWN,KNOWN,NA,NA,NA,HIGH
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,CHLOROTHALONIL,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,COPPER HYDROXIDE,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,CYAZOFAMID,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,CYFLUFENAMID,0.019,NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,CYPRODINIL,0.666,NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,DIFENOCONAZOLE,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,FENHEXAMID,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,FLUDIOXONIL,0.423,NA,NA,NA,NA,NA,SLIGHT,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,FLUXAPYROXAD,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,IPRODIONE,(D),NA,KNOWN,KNOWN,NA,NA,NA,HIGH
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,ISOFETAMID,0.544,NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,MANCOZEB,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,MEFENOXAM,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,MYCLOBUTANIL,(D),NA,NA,NA,NA,PRESENT,NA,HIGH
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,PENTHIOPYRAD,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,POLYOXIN D ZINC SALT,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,POTASSIUM BICARBON.,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,PROPICONAZOLE,(D),NA,POSSIBLE,POSSIBLE,NA,PRESENT,SLIGHT,HIGH
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,PYRACLOSTROBIN,(D),NA,NA,NA,NA,NA,SLIGHT,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,PYRIMETHANIL,(D),NA,POSSIBLE,POSSIBLE,NA,NA,SLIGHT,MODERATE
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,QUINOLINE,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,STREPTOMYCES LYDICUS,(NA),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,SULFUR,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,TETRACONAZOLE,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,THIOPHANATE-METHYL,1.298,NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,THIRAM,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE,TRIFLUMIZOLE,(D),NA,NA,NA,NA,NA,SLIGHT,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, HERBICIDE,FLUMIOXAZIN,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, HERBICIDE,GLYPHOSATE ISO. SALT,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, HERBICIDE,HALOSULFURON-METHYL,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, HERBICIDE,PARAQUAT,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,ABAMECTIN,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,ACEQUINOCYL,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,ACETAMIPRID,(D),NA,NA,NA,NA,NA,MODERATE,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,BIFENAZATE,0.84,NA,NA,NA,NA,NA,MODERATE,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,BIFENTHRIN,0.162,NA,POSSIBLE,POSSIBLE,NA,PRESENT,HIGH,HIGH
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,BT KURSTAK ABTS-1857,(NA),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,BT KURSTAKI ABTS-351,(NA),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,BURKHOLDERIA A396 CELLS & MEDIA,(NA),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,CHLORANTRANILIPROLE,0.08,NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA,(NA),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,NA,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,ENDOSULFAN,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,ETOXAZOLE,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,FENPYROXIMATE,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,FLONICAMID,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,FLUBENDIAMIDE,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,HEXYTHIAZOX,(D),NA,PROBABLE,PROBABLE,NA,NA,NA,SLIGHT
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,MALATHION,(D),NA,POSSIBLE,POSSIBLE,PRESENT,NA,HIGH,HIGH
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,MUSTARD OIL,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,"NALED",(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,"NEEM OIL, CLAR. HYD.",(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,NOVALURON,0.092,NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,PIPERONYL BUTOXIDE,(D),NA,POSSIBLE,POSSIBLE,NA,NA,MODERATE,MODERATE
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,PYRETHRINS,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,SPINETORAM,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,SPIROMESIFEN,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,SULFOXAFLOR,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE,THIAMETHOXAM,(D),NA,NA,NA,NA,NA,HIGH,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, OTHER,ACIBENZOLAR-S-METHYL,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, OTHER,CAPSAICIN,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, OTHER,CHLOROPICRIN,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, OTHER,DICHLOROPROPENE,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, OTHER,HARPIN A B PROTEIN,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, OTHER,MINERAL OIL,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN LB / ACRE / YEAR, AVG, OTHER,REYNOUTRIA SACHALINE,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,AZOXYSTROBIN,2.2,NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,BACILLUS SUBTILIS,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,BLAD,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,BOSCALID,(D),NA,POSSIBLE,POSSIBLE,NA,NA,NA,SLIGHT
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,CAPTAN,7.9,NA,KNOWN,KNOWN,NA,NA,NA,HIGH
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,CHLOROTHALONIL,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,COPPER HYDROXIDE,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,CYAZOFAMID,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,CYFLUFENAMID,1.8,NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,CYPRODINIL,2.1,NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,DIFENOCONAZOLE,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,FENHEXAMID,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,FLUDIOXONIL,1.9,NA,NA,NA,NA,NA,SLIGHT,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,FLUXAPYROXAD,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,IPRODIONE,(D),NA,KNOWN,KNOWN,NA,NA,NA,HIGH
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,ISOFETAMID,1.5,NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,MANCOZEB,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,MEFENOXAM,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,MYCLOBUTANIL,(D),NA,NA,NA,NA,PRESENT,NA,HIGH
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,PENTHIOPYRAD,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,POLYOXIN D ZINC SALT,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,POTASSIUM BICARBON.,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,PROPICONAZOLE,(D),NA,POSSIBLE,POSSIBLE,NA,PRESENT,SLIGHT,HIGH
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,PYRACLOSTROBIN,(D),NA,NA,NA,NA,NA,SLIGHT,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,PYRIMETHANIL,(D),NA,POSSIBLE,POSSIBLE,NA,NA,SLIGHT,MODERATE
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,QUINOLINE,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,STREPTOMYCES LYDICUS,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,SULFUR,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,TETRACONAZOLE,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,THIOPHANATE-METHYL,2,NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,THIRAM,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, FUNGICIDE,TRIFLUMIZOLE,(D),NA,NA,NA,NA,NA,SLIGHT,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, HERBICIDE,FLUMIOXAZIN,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, HERBICIDE,GLYPHOSATE ISO. SALT,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, HERBICIDE,HALOSULFURON-METHYL,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, HERBICIDE,PARAQUAT,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,ABAMECTIN,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,ACEQUINOCYL,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,ACETAMIPRID,(D),NA,NA,NA,NA,NA,MODERATE,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,BIFENAZATE,1.8,NA,NA,NA,NA,NA,MODERATE,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,BIFENTHRIN,1.4,NA,POSSIBLE,POSSIBLE,NA,PRESENT,HIGH,HIGH
2016,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,BT KURSTAK ABTS-1857,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,BT KURSTAKI ABTS-351,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,BURKHOLDERIA A396 CELLS & MEDIA,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,CHLORANTRANILIPROLE,1.5,NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,NA,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,ENDOSULFAN,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,ETOXAZOLE,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,FENPYROXIMATE,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,FLONICAMID,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,FLUBENDIAMIDE,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,HEXYTHIAZOX,(D),NA,PROBABLE,PROBABLE,NA,NA,NA,SLIGHT
2016,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,MALATHION,(D),NA,POSSIBLE,POSSIBLE,PRESENT,NA,HIGH,HIGH
2016,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,MUSTARD OIL,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,"NALED",(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,"NEEM OIL, CLAR. HYD.",(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,NOVALURON,2.4,NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,PIPERONYL BUTOXIDE,(D),NA,POSSIBLE,POSSIBLE,NA,NA,MODERATE,MODERATE
2016,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,PYRETHRINS,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,SPINETORAM,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,SPIROMESIFEN,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,SULFOXAFLOR,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, INSECTICIDE,THIAMETHOXAM,(D),NA,NA,NA,NA,NA,HIGH,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, OTHER,ACIBENZOLAR-S-METHYL,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, OTHER,CAPSAICIN,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, OTHER,CHLOROPICRIN,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, OTHER,DICHLOROPROPENE,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, OTHER,HARPIN A B PROTEIN,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, OTHER,MINERAL OIL,(D),NA,NA,NA,NA,NA,NA,NA
2016,FLORIDA, MEASURED IN NUMBER, AVG, OTHER,REYNOUTRIA SACHALINE,(D),NA,NA,NA,NA,NA,NA,NA
