Program,Year,Period,State,State ANSI,Items,Discription,Units,dname,type,Title,Chemical Name,Number,Value,CV (%),Carcinogen,Hormone Disruptor,Neurotoxins,Developmental or Reproductive Toxins,Bee Toxins,Human Toxins
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLUMIZOLE, 128879,1.6,NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",ACETAMIPRID, 99050,1.4,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENAZATE, 586,1.3,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENTHRIN, 128825,1.7,NA,possible,suspected,NA,present,high,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",CARBARYL, 56801,(D),NA,known,suspected,present,present,high,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",CHLORPYRIFOS, 59101,(D),NA,NA,suspected,present,NA,high,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",FENPROPATHRIN, 127901,1.4,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",HEXYTHIAZOX, 128849,1.2,NA,probable,NA,NA,NA,NA,slight
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",IMIDACLOPRID, 129099,1.3,NA,NA,NA,NA,NA,high,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",MALATHION, 57701,1.7,NA,possible,suspected,present,NA,high,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",METHOXYFENOZIDE, 121027,1.2,NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",PIPERONYL BUTOXIDE, 67501,(D),NA,possible,suspected,NA,NA,moderate,moderate
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",PYRIPROXYFEN, 129032,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",SPIROMESIFEN, 24875,1.3,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",THIAMETHOXAM, 60109,1.4,NA,NA,NA,NA,NA,high,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",AZOXYSTROBIN, 128810,10,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",BOSCALID, 128008,9,NA,possible,NA,NA,NA,NA,slight
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CAPTAN, 81301,41,NA,known,NA,NA,NA,NA,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CYPRODINIL, 288202,30,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FENHEXAMID, 90209,9,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FLUDIOXONIL, 71503,30,NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",IPRODIONE, 109801,(D),NA,known,suspected,NA,NA,NA,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",MYCLOBUTANIL, 128857,18,NA,NA,suspected,NA,present,NA,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PROPICONAZOLE, 122101,12,NA,possible,suspected,NA,present,slight,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRACLOSTROBIN, 99100,21,NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRIMETHANIL, 288201,10,NA,possible,suspected,NA,NA,slight,moderate
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLOXYSTROBIN, 129112,37,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",TRIFLUMIZOLE, 128879,13,NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",ACETAMIPRID, 99050,20,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENAZATE, 586,22,NA,NA,NA,NA,NA,moderate,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENTHRIN, 128825,19,NA,possible,suspected,NA,present,high,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",CARBARYL, 56801,(D),NA,known,suspected,present,present,high,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",CHLORPYRIFOS, 59101,(D),NA,NA,suspected,present,NA,high,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",FENPROPATHRIN, 127901,8,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",HEXYTHIAZOX, 128849,11,NA,probable,NA,NA,NA,NA,slight
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",IMIDACLOPRID, 129099,18,NA,NA,NA,NA,NA,high,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",MALATHION, 57701,7,NA,possible,suspected,present,NA,high,high
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",METHOXYFENOZIDE, 121027,13,NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",PIPERONYL BUTOXIDE, 67501,(D),NA,possible,suspected,NA,NA,moderate,moderate
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",PYRIPROXYFEN, 129032,(D),NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",SPIROMESIFEN, 24875,9,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,CALIFORNIA,6, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",THIAMETHOXAM, 60109,12,NA,NA,NA,NA,NA,high,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",AZOXYSTROBIN, 128810,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CAPTAN, 81301,"87,400",NA,known,NA,NA,NA,NA,high
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CYPRODINIL, 288202,"3,300",NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FENHEXAMID, 90209,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FLUDIOXONIL, 71503,"1,700",NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",IPRODIONE, 109801,(D),NA,known,suspected,NA,NA,NA,high
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PROPICONAZOLE, 122101,(D),NA,possible,suspected,NA,present,slight,high
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRIMETHANIL, 288201,(D),NA,possible,suspected,NA,NA,slight,moderate
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",ACETAMIPRID, 99050,(D),NA,NA,NA,NA,NA,moderate,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENAZATE, 586,(D),NA,NA,NA,NA,NA,moderate,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENTHRIN, 128825,(D),NA,possible,suspected,NA,present,high,high
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",MALATHION, 57701,(D),NA,possible,suspected,present,NA,high,high
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",SPIROMESIFEN, 24875,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB,NA,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",THIAMETHOXAM, 60109,(D),NA,NA,NA,NA,NA,high,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",AZOXYSTROBIN, 128810,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CAPTAN, 81301,1.858,NA,known,NA,NA,NA,NA,high
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CYPRODINIL, 288202,0.33,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FENHEXAMID, 90209,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FLUDIOXONIL, 71503,0.221,NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",IPRODIONE, 109801,(D),NA,known,suspected,NA,NA,NA,high
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PROPICONAZOLE, 122101,(D),NA,possible,suspected,NA,present,slight,high
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRIMETHANIL, 288201,(D),NA,possible,suspected,NA,NA,slight,moderate
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",ACETAMIPRID, 99050,(D),NA,NA,NA,NA,NA,moderate,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENAZATE, 586,(D),NA,NA,NA,NA,NA,moderate,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENTHRIN, 128825,(D),NA,possible,suspected,NA,present,high,high
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",MALATHION, 57701,(D),NA,possible,suspected,present,NA,high,high
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",SPIROMESIFEN, 24875,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",THIAMETHOXAM, 60109,(D),NA,NA,NA,NA,NA,high,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",AZOXYSTROBIN, 128810,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CAPTAN, 81301,9.193,NA,known,NA,NA,NA,NA,high
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CYPRODINIL, 288202,0.997,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FENHEXAMID, 90209,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FLUDIOXONIL, 71503,0.501,NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",IPRODIONE, 109801,(D),NA,known,suspected,NA,NA,NA,high
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PROPICONAZOLE, 122101,(D),NA,possible,suspected,NA,present,slight,high
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRIMETHANIL, 288201,(D),NA,possible,suspected,NA,NA,slight,moderate
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",ACETAMIPRID, 99050,(D),NA,NA,NA,NA,NA,moderate,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENAZATE, 586,(D),NA,NA,NA,NA,NA,moderate,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENTHRIN, 128825,(D),NA,possible,suspected,NA,present,high,high
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",MALATHION, 57701,(D),NA,possible,suspected,present,NA,high,high
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",SPIROMESIFEN, 24875,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",THIAMETHOXAM, 60109,(D),NA,NA,NA,NA,NA,high,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",AZOXYSTROBIN, 128810,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CAPTAN, 81301,4.9,NA,known,NA,NA,NA,NA,high
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CYPRODINIL, 288202,3,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FENHEXAMID, 90209,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FLUDIOXONIL, 71503,2.3,NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",IPRODIONE, 109801,(D),NA,known,suspected,NA,NA,NA,high
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PROPICONAZOLE, 122101,(D),NA,possible,suspected,NA,present,slight,high
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRIMETHANIL, 288201,(D),NA,possible,suspected,NA,NA,slight,moderate
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",ACETAMIPRID, 99050,(D),NA,NA,NA,NA,NA,moderate,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENAZATE, 586,(D),NA,NA,NA,NA,NA,moderate,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",BIFENTHRIN, 128825,(D),NA,possible,suspected,NA,present,high,high
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",MALATHION, 57701,(D),NA,possible,suspected,present,NA,high,high
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",SPIROMESIFEN, 24875,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG,CHEMICAL, INSECTICIDE,"CHEMICAL, INSECTICIDE",THIAMETHOXAM, 60109,(D),NA,NA,NA,NA,NA,high,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",AZOXYSTROBIN, 128810,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CAPTAN, 81301,96,NA,known,NA,NA,NA,NA,high
SURVEY,2018,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",CYPRODINIL, 288202,33,NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FENHEXAMID, 90209,(D),NA,NA,NA,NA,NA,NA,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",FLUDIOXONIL, 71503,33,NA,NA,NA,NA,NA,slight,NA
SURVEY,2018,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",IPRODIONE, 109801,(D),NA,known,suspected,NA,NA,NA,high
SURVEY,2018,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PROPICONAZOLE, 122101,(D),NA,possible,suspected,NA,present,slight,high
SURVEY,2018,YEAR,FLORIDA,12, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG,CHEMICAL, FUNGICIDE,"CHEMICAL, FUNGICIDE",PYRIMETHANIL, 288201,(D),NA,possible,suspected,NA,NA,slight,moderate
